Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Sunday 17.1.2021 22:00;2,36;No metering data available for this period;-10,20
Sunday 17.1.2021 23:00;2,14;No metering data available for this period;-10,90
Monday 18.1.2021 00:00;1,91;No metering data available for this period;-12,00
Monday 18.1.2021 01:00;2,17;No metering data available for this period;-12,40
Monday 18.1.2021 02:00;2,16;No metering data available for this period;-13,50
Monday 18.1.2021 03:00;2,18;No metering data available for this period;-14,10
Monday 18.1.2021 04:00;1,83;No metering data available for this period;-13,40
Monday 18.1.2021 05:00;1,96;No metering data available for this period;-13,00
Monday 18.1.2021 06:00;2,39;No metering data available for this period;-13,40
Monday 18.1.2021 07:00;No metering data available for this period;1,86;-13,90
Monday 18.1.2021 08:00;No metering data available for this period;2,91;-13,10
Monday 18.1.2021 09:00;No metering data available for this period;2,91;-11,70
Monday 18.1.2021 10:00;No metering data available for this period;1,97;-10,70
Monday 18.1.2021 11:00;No metering data available for this period;2,24;-9,40
Monday 18.1.2021 12:00;No metering data available for this period;2,43;-8,10
Monday 18.1.2021 13:00;No metering data available for this period;1,67;-7,20
Monday 18.1.2021 14:00;No metering data available for this period;1,97;-6,60
Monday 18.1.2021 15:00;No metering data available for this period;2,37;-6,60
Monday 18.1.2021 16:00;No metering data available for this period;2,33;-7,00
Monday 18.1.2021 17:00;No metering data available for this period;3,23;-6,80
Monday 18.1.2021 18:00;No metering data available for this period;2,41;-6,60
Monday 18.1.2021 19:00;No metering data available for this period;2,14;-6,30
Monday 18.1.2021 20:00;No metering data available for this period;2,16;-6,00
Monday 18.1.2021 21:00;No metering data available for this period;2,50;-5,80
Monday 18.1.2021 22:00;1,53;No metering data available for this period;-5,70
Monday 18.1.2021 23:00;1,48;No metering data available for this period;-5,40
Tuesday 19.1.2021 00:00;1,42;No metering data available for this period;-5,30
Tuesday 19.1.2021 01:00;1,39;No metering data available for this period;-4,90
Tuesday 19.1.2021 02:00;1,42;No metering data available for this period;-4,60
Tuesday 19.1.2021 03:00;2,06;No metering data available for this period;-4,00
Tuesday 19.1.2021 04:00;1,33;No metering data available for this period;-2,80
Tuesday 19.1.2021 05:00;1,34;No metering data available for this period;-2,30
Tuesday 19.1.2021 06:00;1,57;No metering data available for this period;-2,40
Tuesday 19.1.2021 07:00;No metering data available for this period;1,67;-1,90
Tuesday 19.1.2021 08:00;No metering data available for this period;2,93;-1,30
Tuesday 19.1.2021 09:00;No metering data available for this period;1,55;-1,00
Tuesday 19.1.2021 10:00;No metering data available for this period;1,49;-0,60
Tuesday 19.1.2021 11:00;No metering data available for this period;1,91;-0,50
Tuesday 19.1.2021 12:00;No metering data available for this period;1,44;-0,20
Tuesday 19.1.2021 13:00;No metering data available for this period;1,97;-0,10
Tuesday 19.1.2021 14:00;No metering data available for this period;1,57;0,00
Tuesday 19.1.2021 15:00;No metering data available for this period;1,65;-0,20
Tuesday 19.1.2021 16:00;No metering data available for this period;3,08;-0,10
Tuesday 19.1.2021 17:00;No metering data available for this period;2,40;0,00
Tuesday 19.1.2021 18:00;No metering data available for this period;1,69;0,30
Tuesday 19.1.2021 19:00;No metering data available for this period;1,65;0,30
Tuesday 19.1.2021 20:00;No metering data available for this period;1,79;0,20
Tuesday 19.1.2021 21:00;No metering data available for this period;2,31;-0,10
Tuesday 19.1.2021 22:00;1,51;No metering data available for this period;-0,70
Tuesday 19.1.2021 23:00;1,39;No metering data available for this period;-0,90
Wednesday 20.1.2021 00:00;1,33;No metering data available for this period;-0,90
Wednesday 20.1.2021 01:00;1,27;No metering data available for this period;-1,10
Wednesday 20.1.2021 02:00;1,28;No metering data available for this period;-1,40
Wednesday 20.1.2021 03:00;1,62;No metering data available for this period;-2,00
Wednesday 20.1.2021 04:00;1,33;No metering data available for this period;-2,10
Wednesday 20.1.2021 05:00;2,94;No metering data available for this period;-2,40
Wednesday 20.1.2021 06:00;1,61;No metering data available for this period;-3,10
Wednesday 20.1.2021 07:00;No metering data available for this period;2,30;-4,60
Wednesday 20.1.2021 08:00;No metering data available for this period;3,08;-6,30
Wednesday 20.1.2021 09:00;No metering data available for this period;2,44;-7,60
Wednesday 20.1.2021 10:00;No metering data available for this period;1,72;-7,50
Wednesday 20.1.2021 11:00;No metering data available for this period;1,84;-6,60
Wednesday 20.1.2021 12:00;No metering data available for this period;2,25;-4,90
Wednesday 20.1.2021 13:00;No metering data available for this period;1,61;-4,00
Wednesday 20.1.2021 14:00;No metering data available for this period;1,64;-4,00
Wednesday 20.1.2021 15:00;No metering data available for this period;1,68;-4,00
Wednesday 20.1.2021 16:00;No metering data available for this period;1,74;-4,00
Wednesday 20.1.2021 17:00;No metering data available for this period;1,98;-4,10
Wednesday 20.1.2021 18:00;No metering data available for this period;5,14;-4,00
Wednesday 20.1.2021 19:00;No metering data available for this period;4,37;-3,60
Wednesday 20.1.2021 20:00;No metering data available for this period;1,89;-3,50
Wednesday 20.1.2021 21:00;No metering data available for this period;3,01;-3,20
Wednesday 20.1.2021 22:00;2,08;No metering data available for this period;-3,20
Wednesday 20.1.2021 23:00;1,59;No metering data available for this period;-3,10
Thursday 21.1.2021 00:00;1,54;No metering data available for this period;-3,10
Thursday 21.1.2021 01:00;1,37;No metering data available for this period;-3,00
Thursday 21.1.2021 02:00;1,35;No metering data available for this period;-3,00
Thursday 21.1.2021 03:00;1,20;No metering data available for this period;-3,00
Thursday 21.1.2021 04:00;1,36;No metering data available for this period;-3,10
Thursday 21.1.2021 05:00;1,35;No metering data available for this period;-3,40
Thursday 21.1.2021 06:00;2,62;No metering data available for this period;-3,70
Thursday 21.1.2021 07:00;No metering data available for this period;2,63;-3,90
Thursday 21.1.2021 08:00;No metering data available for this period;1,87;-3,80
Thursday 21.1.2021 09:00;No metering data available for this period;1,97;-3,80
Thursday 21.1.2021 10:00;No metering data available for this period;2,08;-3,60
Thursday 21.1.2021 11:00;No metering data available for this period;1,78;-3,40
Thursday 21.1.2021 12:00;No metering data available for this period;1,52;-3,30
Thursday 21.1.2021 13:00;No metering data available for this period;1,43;-3,20
Thursday 21.1.2021 14:00;No metering data available for this period;1,88;-3,20
Thursday 21.1.2021 15:00;No metering data available for this period;2,56;-3,20
Thursday 21.1.2021 16:00;No metering data available for this period;2,65;-3,30
Thursday 21.1.2021 17:00;No metering data available for this period;1,61;-3,10
Thursday 21.1.2021 18:00;No metering data available for this period;1,74;-3,10
Thursday 21.1.2021 19:00;No metering data available for this period;1,75;-2,80
Thursday 21.1.2021 20:00;No metering data available for this period;2,58;-2,80
Thursday 21.1.2021 21:00;No metering data available for this period;1,71;-2,40
Thursday 21.1.2021 22:00;1,38;No metering data available for this period;-2,10
Thursday 21.1.2021 23:00;1,29;No metering data available for this period;-1,50
Friday 22.1.2021 00:00;1,22;No metering data available for this period;-1,20
Friday 22.1.2021 01:00;1,22;No metering data available for this period;-0,60
Friday 22.1.2021 02:00;1,18;No metering data available for this period;0,00
Friday 22.1.2021 03:00;1,17;No metering data available for this period;0,40
Friday 22.1.2021 04:00;1,08;No metering data available for this period;1,00
Friday 22.1.2021 05:00;1,11;No metering data available for this period;1,10
Friday 22.1.2021 06:00;2,19;No metering data available for this period;1,30
Friday 22.1.2021 07:00;No metering data available for this period;3,51;1,10
Friday 22.1.2021 08:00;No metering data available for this period;1,82;1,20
Friday 22.1.2021 09:00;No metering data available for this period;2,35;1,20
Friday 22.1.2021 10:00;No metering data available for this period;1,39;1,50
Friday 22.1.2021 11:00;No metering data available for this period;2,93;1,60
Friday 22.1.2021 12:00;No metering data available for this period;1,73;1,60
Friday 22.1.2021 13:00;No metering data available for this period;1,45;1,60
Friday 22.1.2021 14:00;No metering data available for this period;2,61;1,50
Friday 22.1.2021 15:00;No metering data available for this period;2,26;1,40
Friday 22.1.2021 16:00;No metering data available for this period;2,23;1,50
Friday 22.1.2021 17:00;No metering data available for this period;3,99;1,50
Friday 22.1.2021 18:00;No metering data available for this period;7,83;1,60
Friday 22.1.2021 19:00;No metering data available for this period;2,33;1,70
Friday 22.1.2021 20:00;No metering data available for this period;2,65;1,80
Friday 22.1.2021 21:00;No metering data available for this period;1,58;2,10
Friday 22.1.2021 22:00;1,47;No metering data available for this period;2,40
Friday 22.1.2021 23:00;1,38;No metering data available for this period;2,50
Saturday 23.1.2021 00:00;1,07;No metering data available for this period;2,40
Saturday 23.1.2021 01:00;1,13;No metering data available for this period;2,40
Saturday 23.1.2021 02:00;1,10;No metering data available for this period;2,30
Saturday 23.1.2021 03:00;1,07;No metering data available for this period;2,30
Saturday 23.1.2021 04:00;1,32;No metering data available for this period;2,40
Saturday 23.1.2021 05:00;1,27;No metering data available for this period;2,30
Saturday 23.1.2021 06:00;1,25;No metering data available for this period;2,30
Saturday 23.1.2021 07:00;No metering data available for this period;1,86;2,50
Saturday 23.1.2021 08:00;No metering data available for this period;1,45;2,40
Saturday 23.1.2021 09:00;No metering data available for this period;1,38;2,40
Saturday 23.1.2021 10:00;No metering data available for this period;2,03;2,50
Saturday 23.1.2021 11:00;No metering data available for this period;2,23;2,70
Saturday 23.1.2021 12:00;No metering data available for this period;1,40;2,90
Saturday 23.1.2021 13:00;No metering data available for this period;1,23;2,90
Saturday 23.1.2021 14:00;No metering data available for this period;1,57;3,00
Saturday 23.1.2021 15:00;No metering data available for this period;1,26;2,90
Saturday 23.1.2021 16:00;No metering data available for this period;1,53;2,70
Saturday 23.1.2021 17:00;No metering data available for this period;1,79;2,60
Saturday 23.1.2021 18:00;No metering data available for this period;1,96;2,70
Saturday 23.1.2021 19:00;No metering data available for this period;1,44;2,60
Saturday 23.1.2021 20:00;No metering data available for this period;2,39;2,50
Saturday 23.1.2021 21:00;No metering data available for this period;1,48;2,20
Saturday 23.1.2021 22:00;1,23;No metering data available for this period;2,10
Saturday 23.1.2021 23:00;1,18;No metering data available for this period;2,10
Sunday 24.1.2021 00:00;1,11;No metering data available for this period;1,90
Sunday 24.1.2021 01:00;1,11;No metering data available for this period;1,90
Sunday 24.1.2021 02:00;1,04;No metering data available for this period;1,70
Sunday 24.1.2021 03:00;1,10;No metering data available for this period;1,40
Sunday 24.1.2021 04:00;1,23;No metering data available for this period;1,30
Sunday 24.1.2021 05:00;1,29;No metering data available for this period;1,20
Sunday 24.1.2021 06:00;1,33;No metering data available for this period;1,30
Sunday 24.1.2021 07:00;No metering data available for this period;2,11;1,40
Sunday 24.1.2021 08:00;No metering data available for this period;2,12;1,60
Sunday 24.1.2021 09:00;No metering data available for this period;1,14;1,80
Sunday 24.1.2021 10:00;No metering data available for this period;2,62;2,20
Sunday 24.1.2021 11:00;No metering data available for this period;2,00;2,40
Sunday 24.1.2021 12:00;No metering data available for this period;0,90;2,70
Sunday 24.1.2021 13:00;No metering data available for this period;2,96;2,70
Sunday 24.1.2021 14:00;No metering data available for this period;4,31;2,50
Sunday 24.1.2021 15:00;No metering data available for this period;1,41;2,50
Sunday 24.1.2021 16:00;No metering data available for this period;1,26;2,40
Sunday 24.1.2021 17:00;No metering data available for this period;1,42;2,40
Sunday 24.1.2021 18:00;No metering data available for this period;1,82;2,30
