Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Monday 2.8.2021 21:00;No metering data available for this period;0,21;19,50
Monday 2.8.2021 22:00;0,23;No metering data available for this period;18,70
Monday 2.8.2021 23:00;2,19;No metering data available for this period;18,30
Tuesday 3.8.2021 00:00;0,68;No metering data available for this period;17,80
Tuesday 3.8.2021 01:00;0,35;No metering data available for this period;17,40
Tuesday 3.8.2021 02:00;0,25;No metering data available for this period;17,10
Tuesday 3.8.2021 03:00;0,25;No metering data available for this period;16,50
Tuesday 3.8.2021 04:00;0,24;No metering data available for this period;16,00
Tuesday 3.8.2021 05:00;0,22;No metering data available for this period;15,90
Tuesday 3.8.2021 06:00;0,22;No metering data available for this period;15,80
Tuesday 3.8.2021 07:00;No metering data available for this period;0,84;15,60
Tuesday 3.8.2021 08:00;No metering data available for this period;0,77;16,00
Tuesday 3.8.2021 09:00;No metering data available for this period;0,86;15,80
Tuesday 3.8.2021 10:00;No metering data available for this period;1,74;15,80
Tuesday 3.8.2021 11:00;No metering data available for this period;1,02;16,20
Tuesday 3.8.2021 12:00;No metering data available for this period;0,83;16,40
Tuesday 3.8.2021 13:00;No metering data available for this period;0,23;16,90
Tuesday 3.8.2021 14:00;No metering data available for this period;0,22;18,40
Tuesday 3.8.2021 15:00;No metering data available for this period;0,21;20,10
Tuesday 3.8.2021 16:00;No metering data available for this period;0,25;20,00
Tuesday 3.8.2021 17:00;No metering data available for this period;1,11;17,00
Tuesday 3.8.2021 18:00;No metering data available for this period;0,90;18,10
Tuesday 3.8.2021 19:00;No metering data available for this period;3,77;18,30
Tuesday 3.8.2021 20:00;No metering data available for this period;3,12;16,70
Tuesday 3.8.2021 21:00;No metering data available for this period;1,54;15,40
Tuesday 3.8.2021 22:00;0,49;No metering data available for this period;13,90
Tuesday 3.8.2021 23:00;1,08;No metering data available for this period;12,40
Wednesday 4.8.2021 00:00;0,36;No metering data available for this period;11,40
Wednesday 4.8.2021 01:00;0,34;No metering data available for this period;10,80
Wednesday 4.8.2021 02:00;0,31;No metering data available for this period;10,20
Wednesday 4.8.2021 03:00;0,59;No metering data available for this period;9,60
Wednesday 4.8.2021 04:00;0,68;No metering data available for this period;8,90
Wednesday 4.8.2021 05:00;0,40;No metering data available for this period;8,50
Wednesday 4.8.2021 06:00;0,81;No metering data available for this period;8,70
Wednesday 4.8.2021 07:00;No metering data available for this period;1,03;10,50
Wednesday 4.8.2021 08:00;No metering data available for this period;0,33;13,60
Wednesday 4.8.2021 09:00;No metering data available for this period;0,41;16,20
Wednesday 4.8.2021 10:00;No metering data available for this period;0,70;17,10
Wednesday 4.8.2021 11:00;No metering data available for this period;1,56;16,10
Wednesday 4.8.2021 12:00;No metering data available for this period;0,39;17,50
Wednesday 4.8.2021 13:00;No metering data available for this period;1,15;18,80
Wednesday 4.8.2021 14:00;No metering data available for this period;0,99;18,70
Wednesday 4.8.2021 15:00;No metering data available for this period;1,25;20,00
Wednesday 4.8.2021 16:00;No metering data available for this period;0,74;20,40
Wednesday 4.8.2021 17:00;No metering data available for this period;2,01;16,80
Wednesday 4.8.2021 18:00;No metering data available for this period;3,70;16,60
Wednesday 4.8.2021 19:00;No metering data available for this period;3,78;16,40
Wednesday 4.8.2021 20:00;No metering data available for this period;0,68;16,20
Wednesday 4.8.2021 21:00;No metering data available for this period;1,41;14,80
Wednesday 4.8.2021 22:00;1,03;No metering data available for this period;13,40
Wednesday 4.8.2021 23:00;0,55;No metering data available for this period;12,20
Thursday 5.8.2021 00:00;0,98;No metering data available for this period;11,10
Thursday 5.8.2021 01:00;0,36;No metering data available for this period;10,40
Thursday 5.8.2021 02:00;0,42;No metering data available for this period;9,50
Thursday 5.8.2021 03:00;0,51;No metering data available for this period;9,00
Thursday 5.8.2021 04:00;0,56;No metering data available for this period;8,40
Thursday 5.8.2021 05:00;1,23;No metering data available for this period;7,90
Thursday 5.8.2021 06:00;0,68;No metering data available for this period;8,00
Thursday 5.8.2021 07:00;No metering data available for this period;0,66;9,20
Thursday 5.8.2021 08:00;No metering data available for this period;0,40;11,50
Thursday 5.8.2021 09:00;No metering data available for this period;0,36;14,80
Thursday 5.8.2021 10:00;No metering data available for this period;1,21;17,60
Thursday 5.8.2021 11:00;No metering data available for this period;0,32;18,90
Thursday 5.8.2021 12:00;No metering data available for this period;1,30;20,10
Thursday 5.8.2021 13:00;No metering data available for this period;0,30;21,20
Thursday 5.8.2021 14:00;No metering data available for this period;1,42;20,70
Thursday 5.8.2021 15:00;No metering data available for this period;0,35;21,60
Thursday 5.8.2021 16:00;No metering data available for this period;1,39;22,10
Thursday 5.8.2021 17:00;No metering data available for this period;2,71;21,20
Thursday 5.8.2021 18:00;No metering data available for this period;0,68;19,90
Thursday 5.8.2021 19:00;No metering data available for this period;1,31;19,00
Thursday 5.8.2021 20:00;No metering data available for this period;0,63;17,20
Thursday 5.8.2021 21:00;No metering data available for this period;0,42;15,50
Thursday 5.8.2021 22:00;1,06;No metering data available for this period;13,70
Thursday 5.8.2021 23:00;0,37;No metering data available for this period;12,50
Friday 6.8.2021 00:00;0,35;No metering data available for this period;11,60
Friday 6.8.2021 01:00;0,29;No metering data available for this period;10,80
Friday 6.8.2021 02:00;0,37;No metering data available for this period;10,30
Friday 6.8.2021 03:00;0,46;No metering data available for this period;9,60
Friday 6.8.2021 04:00;0,49;No metering data available for this period;9,20
Friday 6.8.2021 05:00;1,16;No metering data available for this period;8,80
Friday 6.8.2021 06:00;0,59;No metering data available for this period;9,00
Friday 6.8.2021 07:00;No metering data available for this period;0,48;10,20
Friday 6.8.2021 08:00;No metering data available for this period;2,12;13,20
Friday 6.8.2021 09:00;No metering data available for this period;1,32;16,90
Friday 6.8.2021 10:00;No metering data available for this period;0,52;19,40
Friday 6.8.2021 11:00;No metering data available for this period;1,00;21,00
Friday 6.8.2021 12:00;No metering data available for this period;1,60;22,30
Friday 6.8.2021 13:00;No metering data available for this period;0,99;23,70
Friday 6.8.2021 14:00;No metering data available for this period;0,37;25,30
Friday 6.8.2021 15:00;No metering data available for this period;0,32;25,90
Friday 6.8.2021 16:00;No metering data available for this period;1,10;25,50
Friday 6.8.2021 17:00;No metering data available for this period;0,60;25,60
Friday 6.8.2021 18:00;No metering data available for this period;2,87;25,60
Friday 6.8.2021 19:00;No metering data available for this period;0,83;23,40
Friday 6.8.2021 20:00;No metering data available for this period;1,14;21,30
Friday 6.8.2021 21:00;No metering data available for this period;0,79;19,90
Friday 6.8.2021 22:00;0,57;No metering data available for this period;19,20
Friday 6.8.2021 23:00;1,19;No metering data available for this period;18,90
Saturday 7.8.2021 00:00;0,42;No metering data available for this period;18,10
Saturday 7.8.2021 01:00;0,31;No metering data available for this period;17,50
Saturday 7.8.2021 02:00;0,31;No metering data available for this period;16,80
Saturday 7.8.2021 03:00;0,31;No metering data available for this period;15,90
Saturday 7.8.2021 04:00;0,30;No metering data available for this period;15,50
Saturday 7.8.2021 05:00;0,90;No metering data available for this period;14,90
Saturday 7.8.2021 06:00;0,36;No metering data available for this period;14,80
Saturday 7.8.2021 07:00;No metering data available for this period;0,32;15,20
Saturday 7.8.2021 08:00;No metering data available for this period;0,35;16,20
Saturday 7.8.2021 09:00;No metering data available for this period;1,05;17,50
Saturday 7.8.2021 10:00;No metering data available for this period;1,22;17,50
Saturday 7.8.2021 11:00;No metering data available for this period;1,30;17,50
Saturday 7.8.2021 12:00;No metering data available for this period;0,31;17,60
Saturday 7.8.2021 13:00;No metering data available for this period;0,32;17,30
Saturday 7.8.2021 14:00;No metering data available for this period;1,00;16,80
Saturday 7.8.2021 15:00;No metering data available for this period;0,51;16,20
Saturday 7.8.2021 16:00;No metering data available for this period;0,63;15,90
Saturday 7.8.2021 17:00;No metering data available for this period;5,87;15,80
Saturday 7.8.2021 18:00;No metering data available for this period;2,14;15,80
Saturday 7.8.2021 19:00;No metering data available for this period;0,73;16,00
Saturday 7.8.2021 20:00;No metering data available for this period;1,90;16,00
Saturday 7.8.2021 21:00;No metering data available for this period;1,31;16,00
Saturday 7.8.2021 22:00;0,32;No metering data available for this period;16,10
Saturday 7.8.2021 23:00;0,58;No metering data available for this period;16,30
Sunday 8.8.2021 00:00;0,73;No metering data available for this period;16,30
Sunday 8.8.2021 01:00;0,29;No metering data available for this period;16,50
Sunday 8.8.2021 02:00;0,31;No metering data available for this period;16,50
Sunday 8.8.2021 03:00;0,92;No metering data available for this period;16,60
Sunday 8.8.2021 04:00;1,05;No metering data available for this period;16,70
Sunday 8.8.2021 05:00;1,06;No metering data available for this period;16,90
Sunday 8.8.2021 06:00;0,32;No metering data available for this period;17,10
Sunday 8.8.2021 07:00;No metering data available for this period;0,29;17,50
Sunday 8.8.2021 08:00;No metering data available for this period;0,30;17,70
Sunday 8.8.2021 09:00;No metering data available for this period;0,31;17,70
Sunday 8.8.2021 10:00;No metering data available for this period;0,93;18,40
Sunday 8.8.2021 11:00;No metering data available for this period;0,29;19,00
Sunday 8.8.2021 12:00;No metering data available for this period;0,30;19,80
Sunday 8.8.2021 13:00;No metering data available for this period;0,31;21,30
Sunday 8.8.2021 14:00;No metering data available for this period;0,29;22,10
Sunday 8.8.2021 15:00;No metering data available for this period;0,92;22,30
Sunday 8.8.2021 16:00;No metering data available for this period;0,32;21,70
Sunday 8.8.2021 17:00;No metering data available for this period;0,27;22,00
Sunday 8.8.2021 18:00;No metering data available for this period;0,31;21,70
Sunday 8.8.2021 19:00;No metering data available for this period;0,98;21,30
Sunday 8.8.2021 20:00;No metering data available for this period;0,26;20,00
Sunday 8.8.2021 21:00;No metering data available for this period;0,33;18,80
Sunday 8.8.2021 22:00;0,30;No metering data available for this period;18,10
Sunday 8.8.2021 23:00;0,94;No metering data available for this period;18,00
Monday 9.8.2021 00:00;0,32;No metering data available for this period;18,00
Monday 9.8.2021 01:00;0,28;No metering data available for this period;18,10
Monday 9.8.2021 02:00;0,29;No metering data available for this period;18,00
Monday 9.8.2021 03:00;0,30;No metering data available for this period;17,70
Monday 9.8.2021 04:00;0,31;No metering data available for this period;17,20
Monday 9.8.2021 05:00;0,84;No metering data available for this period;16,70
Monday 9.8.2021 06:00;0,30;No metering data available for this period;16,70
Monday 9.8.2021 07:00;No metering data available for this period;0,31;17,00
Monday 9.8.2021 08:00;No metering data available for this period;0,27;17,50
Monday 9.8.2021 09:00;No metering data available for this period;0,32;17,60
Monday 9.8.2021 10:00;No metering data available for this period;0,50;18,70
Monday 9.8.2021 11:00;No metering data available for this period;0,71;20,00
Monday 9.8.2021 12:00;No metering data available for this period;0,31;19,90
Monday 9.8.2021 13:00;No metering data available for this period;0,29;20,10
Monday 9.8.2021 14:00;No metering data available for this period;0,97;20,90
Monday 9.8.2021 15:00;No metering data available for this period;0,30;22,20
Monday 9.8.2021 16:00;No metering data available for this period;0,28;22,60
Monday 9.8.2021 17:00;No metering data available for this period;0,28;20,90
Monday 9.8.2021 18:00;No metering data available for this period;0,27;20,00
Monday 9.8.2021 19:00;No metering data available for this period;0,91;19,50
Monday 9.8.2021 20:00;No metering data available for this period;0,28;18,70
Monday 9.8.2021 21:00;No metering data available for this period;2,09;18,10
Monday 9.8.2021 22:00;1,52;No metering data available for this period;17,80
Monday 9.8.2021 23:00;0,46;No metering data available for this period;17,00
Tuesday 10.8.2021 00:00;0,32;No metering data available for this period;16,90
Tuesday 10.8.2021 01:00;0,31;No metering data available for this period;16,70
Tuesday 10.8.2021 02:00;0,31;No metering data available for this period;16,70
Tuesday 10.8.2021 03:00;0,31;No metering data available for this period;16,60
Tuesday 10.8.2021 04:00;0,38;No metering data available for this period;16,60
Tuesday 10.8.2021 05:00;0,93;No metering data available for this period;16,60
Tuesday 10.8.2021 06:00;0,29;No metering data available for this period;16,90
Tuesday 10.8.2021 07:00;No metering data available for this period;0,32;17,20
Tuesday 10.8.2021 08:00;No metering data available for this period;0,39;18,00
Tuesday 10.8.2021 09:00;No metering data available for this period;0,92;18,00
Tuesday 10.8.2021 10:00;No metering data available for this period;0,35;19,70
Tuesday 10.8.2021 11:00;No metering data available for this period;1,12;21,10
Tuesday 10.8.2021 12:00;No metering data available for this period;0,61;19,90
Tuesday 10.8.2021 13:00;No metering data available for this period;1,05;21,20
Tuesday 10.8.2021 14:00;No metering data available for this period;1,37;21,80
Tuesday 10.8.2021 15:00;No metering data available for this period;0,29;22,80
Tuesday 10.8.2021 16:00;No metering data available for this period;0,29;22,40
Tuesday 10.8.2021 17:00;No metering data available for this period;0,92;22,10
Tuesday 10.8.2021 18:00;No metering data available for this period;0,30;21,70
Tuesday 10.8.2021 19:00;No metering data available for this period;1,42;21,00
Tuesday 10.8.2021 20:00;No metering data available for this period;1,11;19,20
Tuesday 10.8.2021 21:00;No metering data available for this period;0,48;18,10
Tuesday 10.8.2021 22:00;1,30;No metering data available for this period;16,80
Tuesday 10.8.2021 23:00;0,35;No metering data available for this period;15,60
Wednesday 11.8.2021 00:00;0,32;No metering data available for this period;14,90
Wednesday 11.8.2021 01:00;0,28;No metering data available for this period;14,20
Wednesday 11.8.2021 02:00;0,30;No metering data available for this period;13,50
Wednesday 11.8.2021 03:00;0,28;No metering data available for this period;12,90
Wednesday 11.8.2021 04:00;0,28;No metering data available for this period;12,30
Wednesday 11.8.2021 05:00;0,92;No metering data available for this period;11,80
Wednesday 11.8.2021 06:00;0,30;No metering data available for this period;12,10
Wednesday 11.8.2021 07:00;No metering data available for this period;0,42;12,70
Wednesday 11.8.2021 08:00;No metering data available for this period;0,68;14,50
Wednesday 11.8.2021 09:00;No metering data available for this period;1,75;17,60
Wednesday 11.8.2021 10:00;No metering data available for this period;0,70;19,70
Wednesday 11.8.2021 11:00;No metering data available for this period;0,31;20,30
Wednesday 11.8.2021 12:00;No metering data available for this period;0,33;21,90
Wednesday 11.8.2021 13:00;No metering data available for this period;0,29;22,90
Wednesday 11.8.2021 14:00;No metering data available for this period;0,95;23,10
Wednesday 11.8.2021 15:00;No metering data available for this period;0,78;23,20
Wednesday 11.8.2021 16:00;No metering data available for this period;1,01;22,50
Wednesday 11.8.2021 17:00;No metering data available for this period;1,20;20,80
Wednesday 11.8.2021 18:00;No metering data available for this period;1,94;20,80
Wednesday 11.8.2021 19:00;No metering data available for this period;0,34;20,80
Wednesday 11.8.2021 20:00;No metering data available for this period;1,30;20,40
Wednesday 11.8.2021 21:00;No metering data available for this period;0,42;19,30
Wednesday 11.8.2021 22:00;0,38;No metering data available for this period;18,20
Wednesday 11.8.2021 23:00;0,36;No metering data available for this period;17,80
Thursday 12.8.2021 00:00;0,33;No metering data available for this period;17,40
Thursday 12.8.2021 01:00;0,88;No metering data available for this period;16,90
Thursday 12.8.2021 02:00;0,33;No metering data available for this period;16,50
Thursday 12.8.2021 03:00;0,32;No metering data available for this period;16,20
Thursday 12.8.2021 04:00;0,29;No metering data available for this period;16,00
Thursday 12.8.2021 05:00;0,43;No metering data available for this period;15,60
Thursday 12.8.2021 06:00;0,32;No metering data available for this period;15,60
Thursday 12.8.2021 07:00;No metering data available for this period;0,63;16,30
Thursday 12.8.2021 08:00;No metering data available for this period;0,81;17,80
Thursday 12.8.2021 09:00;No metering data available for this period;0,33;19,60
Thursday 12.8.2021 10:00;No metering data available for this period;1,72;21,20
Thursday 12.8.2021 11:00;No metering data available for this period;0,42;19,40
Thursday 12.8.2021 12:00;No metering data available for this period;0,36;17,10
Thursday 12.8.2021 13:00;No metering data available for this period;0,78;18,60
Thursday 12.8.2021 14:00;No metering data available for this period;0,67;20,30
Thursday 12.8.2021 15:00;No metering data available for this period;0,62;20,60
Thursday 12.8.2021 16:00;No metering data available for this period;0,61;19,70
Thursday 12.8.2021 17:00;No metering data available for this period;0,98;19,20
Thursday 12.8.2021 18:00;No metering data available for this period;1,39;18,70
Thursday 12.8.2021 19:00;No metering data available for this period;0,87;18,30
Thursday 12.8.2021 20:00;No metering data available for this period;1,44;17,30
Thursday 12.8.2021 21:00;No metering data available for this period;1,33;16,30
Thursday 12.8.2021 22:00;0,58;No metering data available for this period;15,30
Thursday 12.8.2021 23:00;0,35;No metering data available for this period;14,40
Friday 13.8.2021 00:00;1,04;No metering data available for this period;13,60
Friday 13.8.2021 01:00;0,32;No metering data available for this period;13,00
Friday 13.8.2021 02:00;0,33;No metering data available for this period;12,50
Friday 13.8.2021 03:00;0,31;No metering data available for this period;12,20
Friday 13.8.2021 04:00;0,31;No metering data available for this period;12,00
Friday 13.8.2021 05:00;0,40;No metering data available for this period;12,10
Friday 13.8.2021 06:00;0,35;No metering data available for this period;12,10
Friday 13.8.2021 07:00;No metering data available for this period;1,06;12,90
Friday 13.8.2021 08:00;No metering data available for this period;0,43;15,30
Friday 13.8.2021 09:00;No metering data available for this period;1,96;17,90
Friday 13.8.2021 10:00;No metering data available for this period;1,88;19,70
Friday 13.8.2021 11:00;No metering data available for this period;2,33;21,50
Friday 13.8.2021 12:00;No metering data available for this period;0,57;22,60
Friday 13.8.2021 13:00;No metering data available for this period;0,32;23,90
Friday 13.8.2021 14:00;No metering data available for this period;0,32;25,00
Friday 13.8.2021 15:00;No metering data available for this period;1,00;24,90
Friday 13.8.2021 16:00;No metering data available for this period;0,33;23,50
Friday 13.8.2021 17:00;No metering data available for this period;0,46;23,70
Friday 13.8.2021 18:00;No metering data available for this period;1,61;22,80
Friday 13.8.2021 19:00;No metering data available for this period;1,36;21,40
Friday 13.8.2021 20:00;No metering data available for this period;1,02;20,40
Friday 13.8.2021 21:00;No metering data available for this period;1,51;19,10
Friday 13.8.2021 22:00;0,54;No metering data available for this period;18,20
Friday 13.8.2021 23:00;0,38;No metering data available for this period;17,70
Saturday 14.8.2021 00:00;0,36;No metering data available for this period;17,50
Saturday 14.8.2021 01:00;0,30;No metering data available for this period;17,80
Saturday 14.8.2021 02:00;0,28;No metering data available for this period;17,90
Saturday 14.8.2021 03:00;0,30;No metering data available for this period;17,80
Saturday 14.8.2021 04:00;0,27;No metering data available for this period;17,20
Saturday 14.8.2021 05:00;0,99;No metering data available for this period;17,00
Saturday 14.8.2021 06:00;0,41;No metering data available for this period;17,10
Saturday 14.8.2021 07:00;No metering data available for this period;0,68;17,50
Saturday 14.8.2021 08:00;No metering data available for this period;0,53;17,60
Saturday 14.8.2021 09:00;No metering data available for this period;0,57;17,70
Saturday 14.8.2021 10:00;No metering data available for this period;1,27;17,30
Saturday 14.8.2021 11:00;No metering data available for this period;1,35;18,70
Saturday 14.8.2021 12:00;No metering data available for this period;0,46;20,20
Saturday 14.8.2021 13:00;No metering data available for this period;0,30;21,20
Saturday 14.8.2021 14:00;No metering data available for this period;0,29;21,60
Saturday 14.8.2021 15:00;No metering data available for this period;0,26;21,40
Saturday 14.8.2021 16:00;No metering data available for this period;0,30;21,10
Saturday 14.8.2021 17:00;No metering data available for this period;0,40;21,30
Saturday 14.8.2021 18:00;No metering data available for this period;0,78;20,70
Saturday 14.8.2021 19:00;No metering data available for this period;0,29;18,90
Saturday 14.8.2021 20:00;No metering data available for this period;0,29;17,90
Saturday 14.8.2021 21:00;No metering data available for this period;1,52;17,00
Saturday 14.8.2021 22:00;0,99;No metering data available for this period;16,50
Saturday 14.8.2021 23:00;1,62;No metering data available for this period;16,20
Sunday 15.8.2021 00:00;0,44;No metering data available for this period;16,20
Sunday 15.8.2021 01:00;0,27;No metering data available for this period;16,40
Sunday 15.8.2021 02:00;0,29;No metering data available for this period;15,40
Sunday 15.8.2021 03:00;0,29;No metering data available for this period;14,30
Sunday 15.8.2021 04:00;0,26;No metering data available for this period;14,40
Sunday 15.8.2021 05:00;0,30;No metering data available for this period;13,70
Sunday 15.8.2021 06:00;0,29;No metering data available for this period;13,50
Sunday 15.8.2021 07:00;No metering data available for this period;1,04;14,20
Sunday 15.8.2021 08:00;No metering data available for this period;1,07;15,70
Sunday 15.8.2021 09:00;No metering data available for this period;0,90;16,80
Sunday 15.8.2021 10:00;No metering data available for this period;1,75;17,90
Sunday 15.8.2021 11:00;No metering data available for this period;0,38;18,90
Sunday 15.8.2021 12:00;No metering data available for this period;0,47;18,90
Sunday 15.8.2021 13:00;No metering data available for this period;0,74;19,00
Sunday 15.8.2021 14:00;No metering data available for this period;1,27;19,80
Sunday 15.8.2021 15:00;No metering data available for this period;1,46;19,20
Sunday 15.8.2021 16:00;No metering data available for this period;0,40;18,70
Sunday 15.8.2021 17:00;No metering data available for this period;1,04;17,90
Sunday 15.8.2021 18:00;No metering data available for this period;4,78;16,90
Sunday 15.8.2021 19:00;No metering data available for this period;2,37;16,30
Sunday 15.8.2021 20:00;No metering data available for this period;0,64;15,70
Sunday 15.8.2021 21:00;No metering data available for this period;0,55;14,70
Sunday 15.8.2021 22:00;1,01;No metering data available for this period;14,20
Sunday 15.8.2021 23:00;0,30;No metering data available for this period;13,70
Monday 16.8.2021 00:00;1,90;No metering data available for this period;13,30
Monday 16.8.2021 01:00;0,31;No metering data available for this period;13,00
Monday 16.8.2021 02:00;0,30;No metering data available for this period;13,40
Monday 16.8.2021 03:00;0,29;No metering data available for this period;13,30
Monday 16.8.2021 04:00;0,32;No metering data available for this period;12,40
Monday 16.8.2021 05:00;0,37;No metering data available for this period;11,90
Monday 16.8.2021 06:00;0,80;No metering data available for this period;11,70
Monday 16.8.2021 07:00;No metering data available for this period;1,61;12,60
Monday 16.8.2021 08:00;No metering data available for this period;0,66;15,30
Monday 16.8.2021 09:00;No metering data available for this period;0,45;17,20
Monday 16.8.2021 10:00;No metering data available for this period;0,99;18,80
Monday 16.8.2021 11:00;No metering data available for this period;0,70;20,00
Monday 16.8.2021 12:00;No metering data available for this period;2,04;19,70
Monday 16.8.2021 13:00;No metering data available for this period;1,06;19,00
Monday 16.8.2021 14:00;No metering data available for this period;0,46;19,40
Monday 16.8.2021 15:00;No metering data available for this period;1,60;20,40
Monday 16.8.2021 16:00;No metering data available for this period;0,38;21,20
Monday 16.8.2021 17:00;No metering data available for this period;0,78;21,10
Monday 16.8.2021 18:00;No metering data available for this period;0,95;20,30
Monday 16.8.2021 19:00;No metering data available for this period;0,54;18,60
Monday 16.8.2021 20:00;No metering data available for this period;3,41;17,80
Monday 16.8.2021 21:00;No metering data available for this period;1,13;17,40
Monday 16.8.2021 22:00;0,38;No metering data available for this period;17,00
Monday 16.8.2021 23:00;0,33;No metering data available for this period;16,50
Tuesday 17.8.2021 00:00;1,00;No metering data available for this period;16,20
Tuesday 17.8.2021 01:00;0,33;No metering data available for this period;16,10
Tuesday 17.8.2021 02:00;0,31;No metering data available for this period;16,20
Tuesday 17.8.2021 03:00;0,29;No metering data available for this period;16,20
Tuesday 17.8.2021 04:00;0,31;No metering data available for this period;16,20
Tuesday 17.8.2021 05:00;0,37;No metering data available for this period;16,00
Tuesday 17.8.2021 06:00;0,38;No metering data available for this period;16,20
Tuesday 17.8.2021 07:00;No metering data available for this period;1,11;16,90
Tuesday 17.8.2021 08:00;No metering data available for this period;1,63;17,80
Tuesday 17.8.2021 09:00;No metering data available for this period;0,40;18,30
Tuesday 17.8.2021 10:00;No metering data available for this period;0,55;19,00
Tuesday 17.8.2021 11:00;No metering data available for this period;0,70;18,90
Tuesday 17.8.2021 12:00;No metering data available for this period;2,15;19,80
Tuesday 17.8.2021 13:00;No metering data available for this period;0,88;21,40
Tuesday 17.8.2021 14:00;No metering data available for this period;0,31;20,90
Tuesday 17.8.2021 15:00;No metering data available for this period;0,35;19,50
Tuesday 17.8.2021 16:00;No metering data available for this period;1,18;18,90
Tuesday 17.8.2021 17:00;No metering data available for this period;0,37;18,50
Tuesday 17.8.2021 18:00;No metering data available for this period;2,65;18,20
Tuesday 17.8.2021 19:00;No metering data available for this period;4,12;18,50
Tuesday 17.8.2021 20:00;No metering data available for this period;2,89;18,70
Tuesday 17.8.2021 21:00;No metering data available for this period;0,59;17,60
Tuesday 17.8.2021 22:00;0,33;No metering data available for this period;16,80
Tuesday 17.8.2021 23:00;0,79;No metering data available for this period;16,10
Wednesday 18.8.2021 00:00;0,54;No metering data available for this period;15,60
Wednesday 18.8.2021 01:00;0,31;No metering data available for this period;15,10
Wednesday 18.8.2021 02:00;0,30;No metering data available for this period;14,90
Wednesday 18.8.2021 03:00;0,92;No metering data available for this period;14,80
Wednesday 18.8.2021 04:00;0,41;No metering data available for this period;15,00
Wednesday 18.8.2021 05:00;0,35;No metering data available for this period;14,80
Wednesday 18.8.2021 06:00;0,46;No metering data available for this period;14,70
Wednesday 18.8.2021 07:00;No metering data available for this period;1,87;14,80
Wednesday 18.8.2021 08:00;No metering data available for this period;0,36;14,90
Wednesday 18.8.2021 09:00;No metering data available for this period;1,01;15,20
Wednesday 18.8.2021 10:00;No metering data available for this period;2,56;15,80
Wednesday 18.8.2021 11:00;No metering data available for this period;1,44;16,30
Wednesday 18.8.2021 12:00;No metering data available for this period;0,35;16,20
Wednesday 18.8.2021 13:00;No metering data available for this period;0,32;16,60
Wednesday 18.8.2021 14:00;No metering data available for this period;0,89;15,90
Wednesday 18.8.2021 15:00;No metering data available for this period;1,15;14,80
Wednesday 18.8.2021 16:00;No metering data available for this period;2,04;15,40
Wednesday 18.8.2021 17:00;No metering data available for this period;0,34;16,90
Wednesday 18.8.2021 18:00;No metering data available for this period;0,61;15,90
Wednesday 18.8.2021 19:00;No metering data available for this period;1,17;14,90
Wednesday 18.8.2021 20:00;No metering data available for this period;0,92;14,90
Wednesday 18.8.2021 21:00;No metering data available for this period;1,23;14,70
Wednesday 18.8.2021 22:00;1,49;No metering data available for this period;14,70
Wednesday 18.8.2021 23:00;0,33;No metering data available for this period;14,50
Thursday 19.8.2021 00:00;0,98;No metering data available for this period;14,60
Thursday 19.8.2021 01:00;0,32;No metering data available for this period;14,80
Thursday 19.8.2021 02:00;0,29;No metering data available for this period;13,90
Thursday 19.8.2021 03:00;0,30;No metering data available for this period;13,60
Thursday 19.8.2021 04:00;0,32;No metering data available for this period;14,20
Thursday 19.8.2021 05:00;0,94;No metering data available for this period;14,20
Thursday 19.8.2021 06:00;0,32;No metering data available for this period;14,10
Thursday 19.8.2021 07:00;No metering data available for this period;0,37;14,00
Thursday 19.8.2021 08:00;No metering data available for this period;1,11;14,60
Thursday 19.8.2021 09:00;No metering data available for this period;0,49;14,90
Thursday 19.8.2021 10:00;No metering data available for this period;0,97;14,60
Thursday 19.8.2021 11:00;No metering data available for this period;0,30;15,40
Thursday 19.8.2021 12:00;No metering data available for this period;0,52;16,70
Thursday 19.8.2021 13:00;No metering data available for this period;0,77;16,50
Thursday 19.8.2021 14:00;No metering data available for this period;0,35;17,50
Thursday 19.8.2021 15:00;No metering data available for this period;1,02;17,60
Thursday 19.8.2021 16:00;No metering data available for this period;0,38;16,30
Thursday 19.8.2021 17:00;No metering data available for this period;0,85;15,20
Thursday 19.8.2021 18:00;No metering data available for this period;1,38;14,70
Thursday 19.8.2021 19:00;No metering data available for this period;0,65;14,80
Thursday 19.8.2021 20:00;No metering data available for this period;0,37;14,70
Thursday 19.8.2021 21:00;No metering data available for this period;1,79;14,20
Thursday 19.8.2021 22:00;0,41;No metering data available for this period;14,20
Thursday 19.8.2021 23:00;0,99;No metering data available for this period;14,00
Friday 20.8.2021 00:00;1,29;No metering data available for this period;14,00
Friday 20.8.2021 01:00;0,45;No metering data available for this period;14,00
Friday 20.8.2021 02:00;0,32;No metering data available for this period;13,80
Friday 20.8.2021 03:00;0,29;No metering data available for this period;13,40
Friday 20.8.2021 04:00;0,31;No metering data available for this period;13,10
Friday 20.8.2021 05:00;0,32;No metering data available for this period;13,20
Friday 20.8.2021 06:00;0,93;No metering data available for this period;13,00
Friday 20.8.2021 07:00;No metering data available for this period;0,38;13,70
Friday 20.8.2021 08:00;No metering data available for this period;0,58;15,20
Friday 20.8.2021 09:00;No metering data available for this period;0,81;16,50
