Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Thursday 22.9.2022 17:00;No metering data available for this period;1,92;12,60
Thursday 22.9.2022 18:00;No metering data available for this period;0,53;11,00
Thursday 22.9.2022 19:00;No metering data available for this period;1,40;9,20
Thursday 22.9.2022 20:00;No metering data available for this period;1,14;7,40
Thursday 22.9.2022 21:00;No metering data available for this period;1,63;6,50
Thursday 22.9.2022 22:00;0,54;No metering data available for this period;6,60
Thursday 22.9.2022 23:00;1,16;No metering data available for this period;6,80
Friday 23.9.2022 00:00;0,37;No metering data available for this period;6,70
Friday 23.9.2022 01:00;0,68;No metering data available for this period;6,60
Friday 23.9.2022 02:00;0,94;No metering data available for this period;6,80
Friday 23.9.2022 03:00;0,63;No metering data available for this period;6,90
Friday 23.9.2022 04:00;0,64;No metering data available for this period;6,80
Friday 23.9.2022 05:00;0,42;No metering data available for this period;6,50
Friday 23.9.2022 06:00;1,70;No metering data available for this period;6,60
Friday 23.9.2022 07:00;No metering data available for this period;2,32;6,80
Friday 23.9.2022 08:00;No metering data available for this period;0,65;7,60
Friday 23.9.2022 09:00;No metering data available for this period;0,62;8,50
Friday 23.9.2022 10:00;No metering data available for this period;1,60;10,90
Friday 23.9.2022 11:00;No metering data available for this period;0,27;12,80
Friday 23.9.2022 12:00;No metering data available for this period;0,23;13,90
Friday 23.9.2022 13:00;No metering data available for this period;1,25;13,90
Friday 23.9.2022 14:00;No metering data available for this period;0,26;14,70
Friday 23.9.2022 15:00;No metering data available for this period;0,67;14,90
Friday 23.9.2022 16:00;No metering data available for this period;0,78;14,00
Friday 23.9.2022 17:00;No metering data available for this period;0,27;13,40
Friday 23.9.2022 18:00;No metering data available for this period;1,30;12,90
Friday 23.9.2022 19:00;No metering data available for this period;0,32;12,20
Friday 23.9.2022 20:00;No metering data available for this period;1,10;11,40
Friday 23.9.2022 21:00;No metering data available for this period;1,31;10,30
Friday 23.9.2022 22:00;1,38;No metering data available for this period;9,50
Friday 23.9.2022 23:00;0,88;No metering data available for this period;9,10
Saturday 24.9.2022 00:00;0,75;No metering data available for this period;8,90
Saturday 24.9.2022 01:00;0,37;No metering data available for this period;8,50
Saturday 24.9.2022 02:00;1,01;No metering data available for this period;7,90
Saturday 24.9.2022 03:00;0,31;No metering data available for this period;8,10
Saturday 24.9.2022 04:00;0,62;No metering data available for this period;8,10
Saturday 24.9.2022 05:00;1,35;No metering data available for this period;8,30
Saturday 24.9.2022 06:00;0,31;No metering data available for this period;8,50
Saturday 24.9.2022 07:00;No metering data available for this period;1,02;8,50
Saturday 24.9.2022 08:00;No metering data available for this period;0,32;8,90
Saturday 24.9.2022 09:00;No metering data available for this period;0,50;10,40
Saturday 24.9.2022 10:00;No metering data available for this period;0,91;11,10
Saturday 24.9.2022 11:00;No metering data available for this period;0,37;12,80
Saturday 24.9.2022 12:00;No metering data available for this period;1,24;14,40
Saturday 24.9.2022 13:00;No metering data available for this period;0,21;14,00
Saturday 24.9.2022 14:00;No metering data available for this period;0,20;14,60
Saturday 24.9.2022 15:00;No metering data available for this period;1,02;14,10
Saturday 24.9.2022 16:00;No metering data available for this period;0,22;14,00
Saturday 24.9.2022 17:00;No metering data available for this period;2,07;13,00
Saturday 24.9.2022 18:00;No metering data available for this period;0,70;12,60
Saturday 24.9.2022 19:00;No metering data available for this period;0,86;11,90
Saturday 24.9.2022 20:00;No metering data available for this period;1,03;11,20
Saturday 24.9.2022 21:00;No metering data available for this period;0,41;10,70
Saturday 24.9.2022 22:00;1,93;No metering data available for this period;10,20
Saturday 24.9.2022 23:00;0,47;No metering data available for this period;10,00
Sunday 25.9.2022 00:00;0,99;No metering data available for this period;9,60
Sunday 25.9.2022 01:00;0,47;No metering data available for this period;9,00
Sunday 25.9.2022 02:00;0,38;No metering data available for this period;8,10
Sunday 25.9.2022 03:00;0,54;No metering data available for this period;7,90
Sunday 25.9.2022 04:00;1,14;No metering data available for this period;7,60
Sunday 25.9.2022 05:00;0,53;No metering data available for this period;6,70
Sunday 25.9.2022 06:00;0,75;No metering data available for this period;6,40
Sunday 25.9.2022 07:00;No metering data available for this period;0,71;6,30
Sunday 25.9.2022 08:00;No metering data available for this period;1,83;7,10
Sunday 25.9.2022 09:00;No metering data available for this period;1,80;8,60
Sunday 25.9.2022 10:00;No metering data available for this period;0,86;9,90
Sunday 25.9.2022 11:00;No metering data available for this period;1,26;11,00
Sunday 25.9.2022 12:00;No metering data available for this period;1,32;11,90
Sunday 25.9.2022 13:00;No metering data available for this period;0,42;12,40
Sunday 25.9.2022 14:00;No metering data available for this period;0,42;13,60
Sunday 25.9.2022 15:00;No metering data available for this period;0,54;14,10
Sunday 25.9.2022 16:00;No metering data available for this period;1,07;13,20
Sunday 25.9.2022 17:00;No metering data available for this period;0,41;12,60
Sunday 25.9.2022 18:00;No metering data available for this period;1,04;11,00
Sunday 25.9.2022 19:00;No metering data available for this period;0,35;9,40
Sunday 25.9.2022 20:00;No metering data available for this period;1,14;7,80
Sunday 25.9.2022 21:00;No metering data available for this period;0,96;6,60
Sunday 25.9.2022 22:00;0,98;No metering data available for this period;5,60
Sunday 25.9.2022 23:00;1,03;No metering data available for this period;5,40
Monday 26.9.2022 00:00;2,86;No metering data available for this period;5,50
Monday 26.9.2022 01:00;0,42;No metering data available for this period;5,90
Monday 26.9.2022 02:00;0,69;No metering data available for this period;5,90
Monday 26.9.2022 03:00;0,74;No metering data available for this period;6,00
Monday 26.9.2022 04:00;0,70;No metering data available for this period;6,80
Monday 26.9.2022 05:00;0,67;No metering data available for this period;7,00
Monday 26.9.2022 06:00;0,53;No metering data available for this period;6,70
Monday 26.9.2022 07:00;No metering data available for this period;1,51;6,00
Monday 26.9.2022 08:00;No metering data available for this period;2,10;6,40
Monday 26.9.2022 09:00;No metering data available for this period;0,80;8,20
Monday 26.9.2022 10:00;No metering data available for this period;1,66;9,80
Monday 26.9.2022 11:00;No metering data available for this period;1,16;11,20
Monday 26.9.2022 12:00;No metering data available for this period;0,52;11,70
Monday 26.9.2022 13:00;No metering data available for this period;0,74;12,10
Monday 26.9.2022 14:00;No metering data available for this period;0,78;12,50
Monday 26.9.2022 15:00;No metering data available for this period;0,81;13,40
Monday 26.9.2022 16:00;No metering data available for this period;1,55;12,90
Monday 26.9.2022 17:00;No metering data available for this period;1,91;11,90
Monday 26.9.2022 18:00;No metering data available for this period;0,54;11,10
Monday 26.9.2022 19:00;No metering data available for this period;1,11;10,70
Monday 26.9.2022 20:00;No metering data available for this period;0,28;10,80
Monday 26.9.2022 21:00;No metering data available for this period;0,50;11,00
Monday 26.9.2022 22:00;1,06;No metering data available for this period;11,00
Monday 26.9.2022 23:00;0,95;No metering data available for this period;10,70
Tuesday 27.9.2022 00:00;0,65;No metering data available for this period;10,10
Tuesday 27.9.2022 01:00;0,86;No metering data available for this period;9,00
Tuesday 27.9.2022 02:00;0,29;No metering data available for this period;8,30
Tuesday 27.9.2022 03:00;0,62;No metering data available for this period;8,10
Tuesday 27.9.2022 04:00;1,25;No metering data available for this period;8,20
Tuesday 27.9.2022 05:00;0,36;No metering data available for this period;7,60
Tuesday 27.9.2022 06:00;0,66;No metering data available for this period;7,50
Tuesday 27.9.2022 07:00;No metering data available for this period;1,22;7,60
Tuesday 27.9.2022 08:00;No metering data available for this period;0,79;8,60
Tuesday 27.9.2022 09:00;No metering data available for this period;1,37;10,30
Tuesday 27.9.2022 10:00;No metering data available for this period;0,40;11,10
Tuesday 27.9.2022 11:00;No metering data available for this period;1,10;12,00
Tuesday 27.9.2022 12:00;No metering data available for this period;0,73;13,50
Tuesday 27.9.2022 13:00;No metering data available for this period;0,54;13,90
Tuesday 27.9.2022 14:00;No metering data available for this period;0,24;14,70
Tuesday 27.9.2022 15:00;No metering data available for this period;0,55;14,90
Tuesday 27.9.2022 16:00;No metering data available for this period;1,51;14,50
Tuesday 27.9.2022 17:00;No metering data available for this period;0,62;13,10
Tuesday 27.9.2022 18:00;No metering data available for this period;0,41;11,40
Tuesday 27.9.2022 19:00;No metering data available for this period;0,82;10,30
Tuesday 27.9.2022 20:00;No metering data available for this period;1,20;9,20
Tuesday 27.9.2022 21:00;No metering data available for this period;0,36;8,50
Tuesday 27.9.2022 22:00;0,94;No metering data available for this period;7,80
Tuesday 27.9.2022 23:00;2,23;No metering data available for this period;7,50
Wednesday 28.9.2022 00:00;0,38;No metering data available for this period;6,90
Wednesday 28.9.2022 01:00;0,69;No metering data available for this period;6,70
Wednesday 28.9.2022 02:00;1,26;No metering data available for this period;6,90
Wednesday 28.9.2022 03:00;0,49;No metering data available for this period;6,60
Wednesday 28.9.2022 04:00;0,55;No metering data available for this period;7,20
Wednesday 28.9.2022 05:00;0,68;No metering data available for this period;7,80
Wednesday 28.9.2022 06:00;0,70;No metering data available for this period;8,10
Wednesday 28.9.2022 07:00;No metering data available for this period;1,41;8,20
Wednesday 28.9.2022 08:00;No metering data available for this period;0,36;8,50
Wednesday 28.9.2022 09:00;No metering data available for this period;1,04;8,90
Wednesday 28.9.2022 10:00;No metering data available for this period;1,10;9,50
Wednesday 28.9.2022 11:00;No metering data available for this period;0,53;10,20
Wednesday 28.9.2022 12:00;No metering data available for this period;0,25;11,20
Wednesday 28.9.2022 13:00;No metering data available for this period;1,16;11,30
Wednesday 28.9.2022 14:00;No metering data available for this period;0,23;12,10
Wednesday 28.9.2022 15:00;No metering data available for this period;0,64;12,50
Wednesday 28.9.2022 16:00;No metering data available for this period;0,56;12,60
Wednesday 28.9.2022 17:00;No metering data available for this period;1,38;10,80
Wednesday 28.9.2022 18:00;No metering data available for this period;0,63;9,80
Wednesday 28.9.2022 19:00;No metering data available for this period;0,65;8,80
Wednesday 28.9.2022 20:00;No metering data available for this period;1,08;8,50
Wednesday 28.9.2022 21:00;No metering data available for this period;0,37;8,70
Wednesday 28.9.2022 22:00;1,44;No metering data available for this period;8,40
Wednesday 28.9.2022 23:00;1,62;No metering data available for this period;8,40
Thursday 29.9.2022 00:00;0,55;No metering data available for this period;8,40
Thursday 29.9.2022 01:00;0,67;No metering data available for this period;8,00
Thursday 29.9.2022 02:00;0,70;No metering data available for this period;7,60
Thursday 29.9.2022 03:00;1,18;No metering data available for this period;7,50
Thursday 29.9.2022 04:00;0,33;No metering data available for this period;7,80
Thursday 29.9.2022 05:00;0,68;No metering data available for this period;7,60
Thursday 29.9.2022 06:00;1,24;No metering data available for this period;7,40
Thursday 29.9.2022 07:00;No metering data available for this period;1,25;7,20
Thursday 29.9.2022 08:00;No metering data available for this period;0,64;7,30
Thursday 29.9.2022 09:00;No metering data available for this period;1,91;7,00
Thursday 29.9.2022 10:00;No metering data available for this period;0,38;6,90
Thursday 29.9.2022 11:00;No metering data available for this period;0,74;7,20
Thursday 29.9.2022 12:00;No metering data available for this period;1,39;7,60
Thursday 29.9.2022 13:00;No metering data available for this period;0,39;8,00
Thursday 29.9.2022 14:00;No metering data available for this period;0,76;8,10
Thursday 29.9.2022 15:00;No metering data available for this period;0,96;8,30
Thursday 29.9.2022 16:00;No metering data available for this period;2,39;8,20
Thursday 29.9.2022 17:00;No metering data available for this period;0,67;8,30
Thursday 29.9.2022 18:00;No metering data available for this period;0,88;8,30
Thursday 29.9.2022 19:00;No metering data available for this period;0,99;8,00
Thursday 29.9.2022 20:00;No metering data available for this period;1,30;7,80
Thursday 29.9.2022 21:00;No metering data available for this period;0,46;7,80
Thursday 29.9.2022 22:00;0,76;No metering data available for this period;7,70
Thursday 29.9.2022 23:00;0,89;No metering data available for this period;7,60
Friday 30.9.2022 00:00;0,77;No metering data available for this period;7,80
Friday 30.9.2022 01:00;0,61;No metering data available for this period;7,60
Friday 30.9.2022 02:00;0,45;No metering data available for this period;7,50
Friday 30.9.2022 03:00;1,25;No metering data available for this period;7,50
Friday 30.9.2022 04:00;0,35;No metering data available for this period;7,40
Friday 30.9.2022 05:00;0,73;No metering data available for this period;7,20
Friday 30.9.2022 06:00;1,34;No metering data available for this period;6,80
Friday 30.9.2022 07:00;No metering data available for this period;0,41;6,70
Friday 30.9.2022 08:00;No metering data available for this period;1,03;7,00
Friday 30.9.2022 09:00;No metering data available for this period;1,61;7,60
Friday 30.9.2022 10:00;No metering data available for this period;0,35;8,90
Friday 30.9.2022 11:00;No metering data available for this period;1,11;10,20
Friday 30.9.2022 12:00;No metering data available for this period;0,43;10,40
Friday 30.9.2022 13:00;No metering data available for this period;1,31;10,60
Friday 30.9.2022 14:00;No metering data available for this period;0,23;10,80
Friday 30.9.2022 15:00;No metering data available for this period;1,06;11,00
Friday 30.9.2022 16:00;No metering data available for this period;0,43;11,00
Friday 30.9.2022 17:00;No metering data available for this period;1,10;10,50
Friday 30.9.2022 18:00;No metering data available for this period;1,43;9,40
Friday 30.9.2022 19:00;No metering data available for this period;1,31;8,70
Friday 30.9.2022 20:00;No metering data available for this period;1,39;8,20
Friday 30.9.2022 21:00;No metering data available for this period;1,57;7,20
Friday 30.9.2022 22:00;0,58;No metering data available for this period;5,70
Friday 30.9.2022 23:00;1,26;No metering data available for this period;4,80
Saturday 1.10.2022 00:00;0,42;No metering data available for this period;4,90
Saturday 1.10.2022 01:00;1,19;No metering data available for this period;5,10
Saturday 1.10.2022 02:00;0,38;No metering data available for this period;5,10
Saturday 1.10.2022 03:00;0,78;No metering data available for this period;4,50
Saturday 1.10.2022 04:00;1,30;No metering data available for this period;4,00
Saturday 1.10.2022 05:00;0,47;No metering data available for this period;3,30
Saturday 1.10.2022 06:00;0,82;No metering data available for this period;3,60
Saturday 1.10.2022 07:00;No metering data available for this period;1,37;4,10
Saturday 1.10.2022 08:00;No metering data available for this period;0,59;4,80
Saturday 1.10.2022 09:00;No metering data available for this period;0,88;6,70
Saturday 1.10.2022 10:00;No metering data available for this period;1,45;9,60
Saturday 1.10.2022 11:00;No metering data available for this period;0,40;10,90
Saturday 1.10.2022 12:00;No metering data available for this period;1,31;11,90
Saturday 1.10.2022 13:00;No metering data available for this period;0,67;13,10
Saturday 1.10.2022 14:00;No metering data available for this period;1,11;13,60
Saturday 1.10.2022 15:00;No metering data available for this period;0,77;13,80
Saturday 1.10.2022 16:00;No metering data available for this period;0,67;13,40
Saturday 1.10.2022 17:00;No metering data available for this period;1,33;12,40
Saturday 1.10.2022 18:00;No metering data available for this period;0,50;11,80
Saturday 1.10.2022 19:00;No metering data available for this period;1,84;10,40
Saturday 1.10.2022 20:00;No metering data available for this period;2,14;9,80
Saturday 1.10.2022 21:00;No metering data available for this period;0,49;8,80
Saturday 1.10.2022 22:00;1,34;No metering data available for this period;8,20
Saturday 1.10.2022 23:00;1,45;No metering data available for this period;7,90
Sunday 2.10.2022 00:00;0,32;No metering data available for this period;8,10
Sunday 2.10.2022 01:00;0,62;No metering data available for this period;7,60
Sunday 2.10.2022 02:00;1,13;No metering data available for this period;7,50
Sunday 2.10.2022 03:00;0,29;No metering data available for this period;7,70
Sunday 2.10.2022 04:00;0,63;No metering data available for this period;7,80
Sunday 2.10.2022 05:00;0,78;No metering data available for this period;7,70
Sunday 2.10.2022 06:00;0,68;No metering data available for this period;7,70
Sunday 2.10.2022 07:00;No metering data available for this period;0,87;7,70
Sunday 2.10.2022 08:00;No metering data available for this period;0,61;8,30
Sunday 2.10.2022 09:00;No metering data available for this period;0,75;9,70
Sunday 2.10.2022 10:00;No metering data available for this period;0,91;11,30
Sunday 2.10.2022 11:00;No metering data available for this period;1,36;12,10
Sunday 2.10.2022 12:00;No metering data available for this period;1,05;12,70
Sunday 2.10.2022 13:00;No metering data available for this period;0,43;13,10
Sunday 2.10.2022 14:00;No metering data available for this period;0,96;12,70
Sunday 2.10.2022 15:00;No metering data available for this period;0,43;13,00
Sunday 2.10.2022 16:00;No metering data available for this period;1,14;12,60
Sunday 2.10.2022 17:00;No metering data available for this period;1,60;11,70
Sunday 2.10.2022 18:00;No metering data available for this period;0,78;10,90
Sunday 2.10.2022 19:00;No metering data available for this period;1,12;10,20
Sunday 2.10.2022 20:00;No metering data available for this period;0,87;9,00
Sunday 2.10.2022 21:00;No metering data available for this period;1,79;8,50
Sunday 2.10.2022 22:00;0,67;No metering data available for this period;8,00
Sunday 2.10.2022 23:00;0,67;No metering data available for this period;7,40
Monday 3.10.2022 00:00;0,58;No metering data available for this period;6,70
Monday 3.10.2022 01:00;0,85;No metering data available for this period;6,10
Monday 3.10.2022 02:00;0,55;No metering data available for this period;6,00
Monday 3.10.2022 03:00;0,23;No metering data available for this period;5,60
Monday 3.10.2022 04:00;1,03;No metering data available for this period;5,20
Monday 3.10.2022 05:00;0,38;No metering data available for this period;5,20
Monday 3.10.2022 06:00;0,63;No metering data available for this period;4,90
Monday 3.10.2022 07:00;No metering data available for this period;1,30;4,50
Monday 3.10.2022 08:00;No metering data available for this period;0,31;4,90
Monday 3.10.2022 09:00;No metering data available for this period;0,98;5,60
Monday 3.10.2022 10:00;No metering data available for this period;1,76;6,50
Monday 3.10.2022 11:00;No metering data available for this period;0,89;7,20
Monday 3.10.2022 12:00;No metering data available for this period;1,54;8,00
Monday 3.10.2022 13:00;No metering data available for this period;1,31;8,20
Monday 3.10.2022 14:00;No metering data available for this period;1,13;8,70
Monday 3.10.2022 15:00;No metering data available for this period;0,92;8,20
Monday 3.10.2022 16:00;No metering data available for this period;0,46;8,20
Monday 3.10.2022 17:00;No metering data available for this period;2,14;8,30
Monday 3.10.2022 18:00;No metering data available for this period;1,08;8,20
Monday 3.10.2022 19:00;No metering data available for this period;1,00;8,20
Monday 3.10.2022 20:00;No metering data available for this period;1,61;8,30
Monday 3.10.2022 21:00;No metering data available for this period;0,83;8,30
Monday 3.10.2022 22:00;2,04;No metering data available for this period;8,00
Monday 3.10.2022 23:00;0,62;No metering data available for this period;7,80
Tuesday 4.10.2022 00:00;1,28;No metering data available for this period;7,60
Tuesday 4.10.2022 01:00;1,05;No metering data available for this period;7,40
Tuesday 4.10.2022 02:00;0,41;No metering data available for this period;7,10
Tuesday 4.10.2022 03:00;0,47;No metering data available for this period;6,80
Tuesday 4.10.2022 04:00;0,65;No metering data available for this period;6,60
Tuesday 4.10.2022 05:00;1,97;No metering data available for this period;6,40
Tuesday 4.10.2022 06:00;0,36;No metering data available for this period;6,50
Tuesday 4.10.2022 07:00;No metering data available for this period;1,56;6,40
Tuesday 4.10.2022 08:00;No metering data available for this period;0,22;6,60
Tuesday 4.10.2022 09:00;No metering data available for this period;1,27;6,90
Tuesday 4.10.2022 10:00;No metering data available for this period;0,90;7,40
Tuesday 4.10.2022 11:00;No metering data available for this period;0,36;8,10
Tuesday 4.10.2022 12:00;No metering data available for this period;0,60;9,00
Tuesday 4.10.2022 13:00;No metering data available for this period;1,18;9,40
Tuesday 4.10.2022 14:00;No metering data available for this period;0,20;9,80
Tuesday 4.10.2022 15:00;No metering data available for this period;1,00;9,70
Tuesday 4.10.2022 16:00;No metering data available for this period;0,20;9,70
Tuesday 4.10.2022 17:00;No metering data available for this period;0,65;9,40
Tuesday 4.10.2022 18:00;No metering data available for this period;0,76;9,10
Tuesday 4.10.2022 19:00;No metering data available for this period;1,27;9,00
Tuesday 4.10.2022 20:00;No metering data available for this period;0,50;8,50
Tuesday 4.10.2022 21:00;No metering data available for this period;0,72;7,50
Tuesday 4.10.2022 22:00;0,83;No metering data available for this period;5,70
Tuesday 4.10.2022 23:00;0,72;No metering data available for this period;4,50
Wednesday 5.10.2022 00:00;0,63;No metering data available for this period;3,50
Wednesday 5.10.2022 01:00;0,64;No metering data available for this period;2,80
Wednesday 5.10.2022 02:00;0,66;No metering data available for this period;2,00
Wednesday 5.10.2022 03:00;0,71;No metering data available for this period;1,60
Wednesday 5.10.2022 04:00;0,58;No metering data available for this period;1,30
Wednesday 5.10.2022 05:00;0,72;No metering data available for this period;2,00
Wednesday 5.10.2022 06:00;0,61;No metering data available for this period;2,60
Wednesday 5.10.2022 07:00;No metering data available for this period;1,46;3,10
Wednesday 5.10.2022 08:00;No metering data available for this period;0,17;3,70
Wednesday 5.10.2022 09:00;No metering data available for this period;0,65;4,40
Wednesday 5.10.2022 10:00;No metering data available for this period;1,14;5,70
Wednesday 5.10.2022 11:00;No metering data available for this period;0,22;8,10
Wednesday 5.10.2022 12:00;No metering data available for this period;1,56;9,70
Wednesday 5.10.2022 13:00;No metering data available for this period;0,43;10,60
Wednesday 5.10.2022 14:00;No metering data available for this period;0,35;11,40
Wednesday 5.10.2022 15:00;No metering data available for this period;0,54;11,70
Wednesday 5.10.2022 16:00;No metering data available for this period;1,45;11,90
Wednesday 5.10.2022 17:00;No metering data available for this period;0,48;11,80
Wednesday 5.10.2022 18:00;No metering data available for this period;1,02;11,80
Wednesday 5.10.2022 19:00;No metering data available for this period;0,25;11,90
Wednesday 5.10.2022 20:00;No metering data available for this period;0,53;12,00
Wednesday 5.10.2022 21:00;No metering data available for this period;0,96;12,00
Wednesday 5.10.2022 22:00;0,18;No metering data available for this period;12,00
Wednesday 5.10.2022 23:00;1,59;No metering data available for this period;12,30
Thursday 6.10.2022 00:00;1,14;No metering data available for this period;12,20
Thursday 6.10.2022 01:00;0,91;No metering data available for this period;12,50
Thursday 6.10.2022 02:00;0,20;No metering data available for this period;12,60
Thursday 6.10.2022 03:00;0,47;No metering data available for this period;12,60
Thursday 6.10.2022 04:00;0,47;No metering data available for this period;12,60
Thursday 6.10.2022 05:00;0,23;No metering data available for this period;12,50
Thursday 6.10.2022 06:00;0,87;No metering data available for this period;12,60
Thursday 6.10.2022 07:00;No metering data available for this period;0,25;12,30
Thursday 6.10.2022 08:00;No metering data available for this period;1,09;12,30
Thursday 6.10.2022 09:00;No metering data available for this period;0,23;12,60
Thursday 6.10.2022 10:00;No metering data available for this period;0,48;12,70
Thursday 6.10.2022 11:00;No metering data available for this period;1,31;12,70
Thursday 6.10.2022 12:00;No metering data available for this period;0,58;13,10
Thursday 6.10.2022 13:00;No metering data available for this period;0,20;13,60
Thursday 6.10.2022 14:00;No metering data available for this period;1,04;14,10
Thursday 6.10.2022 15:00;No metering data available for this period;0,21;14,00
Thursday 6.10.2022 16:00;No metering data available for this period;0,97;13,80
Thursday 6.10.2022 17:00;No metering data available for this period;1,15;13,10
Thursday 6.10.2022 18:00;No metering data available for this period;0,98;12,40
Thursday 6.10.2022 19:00;No metering data available for this period;0,84;11,70
Thursday 6.10.2022 20:00;No metering data available for this period;0,46;11,30
Thursday 6.10.2022 21:00;No metering data available for this period;1,50;11,00
Thursday 6.10.2022 22:00;0,71;No metering data available for this period;10,80
Thursday 6.10.2022 23:00;1,09;No metering data available for this period;10,60
Friday 7.10.2022 00:00;0,70;No metering data available for this period;10,40
Friday 7.10.2022 01:00;1,09;No metering data available for this period;10,50
Friday 7.10.2022 02:00;0,21;No metering data available for this period;10,70
Friday 7.10.2022 03:00;0,47;No metering data available for this period;11,10
Friday 7.10.2022 04:00;0,34;No metering data available for this period;11,20
Friday 7.10.2022 05:00;0,95;No metering data available for this period;10,80
Friday 7.10.2022 06:00;0,36;No metering data available for this period;10,70
Friday 7.10.2022 07:00;No metering data available for this period;1,37;10,90
Friday 7.10.2022 08:00;No metering data available for this period;0,25;10,90
Friday 7.10.2022 09:00;No metering data available for this period;0,50;11,70
Friday 7.10.2022 10:00;No metering data available for this period;0,94;12,60
Friday 7.10.2022 11:00;No metering data available for this period;0,28;13,50
Friday 7.10.2022 12:00;No metering data available for this period;0,95;13,70
Friday 7.10.2022 13:00;No metering data available for this period;0,97;14,90
Friday 7.10.2022 14:00;No metering data available for this period;0,33;14,80
Friday 7.10.2022 15:00;No metering data available for this period;0,78;14,80
Friday 7.10.2022 16:00;No metering data available for this period;0,97;14,20
Friday 7.10.2022 17:00;No metering data available for this period;0,49;13,50
Friday 7.10.2022 18:00;No metering data available for this period;0,91;13,10
Friday 7.10.2022 19:00;No metering data available for this period;1,47;13,20
Friday 7.10.2022 20:00;No metering data available for this period;0,48;13,20
Friday 7.10.2022 21:00;No metering data available for this period;1,12;12,90
Friday 7.10.2022 22:00;0,48;No metering data available for this period;12,70
Friday 7.10.2022 23:00;1,63;No metering data available for this period;12,50
Saturday 8.10.2022 00:00;0,26;No metering data available for this period;12,40
Saturday 8.10.2022 01:00;0,90;No metering data available for this period;12,40
Saturday 8.10.2022 02:00;0,46;No metering data available for this period;12,40
Saturday 8.10.2022 03:00;0,20;No metering data available for this period;12,40
Saturday 8.10.2022 04:00;0,47;No metering data available for this period;12,20
Saturday 8.10.2022 05:00;0,46;No metering data available for this period;12,40
Saturday 8.10.2022 06:00;0,30;No metering data available for this period;12,40
Saturday 8.10.2022 07:00;No metering data available for this period;0,95;12,40
Saturday 8.10.2022 08:00;No metering data available for this period;0,29;12,20
Saturday 8.10.2022 09:00;No metering data available for this period;1,04;12,30
Saturday 8.10.2022 10:00;No metering data available for this period;1,81;12,40
Saturday 8.10.2022 11:00;No metering data available for this period;0,31;12,60
Saturday 8.10.2022 12:00;No metering data available for this period;0,63;12,70
Saturday 8.10.2022 13:00;No metering data available for this period;0,60;12,30
Saturday 8.10.2022 14:00;No metering data available for this period;0,21;12,50
Saturday 8.10.2022 15:00;No metering data available for this period;1,31;12,80
Saturday 8.10.2022 16:00;No metering data available for this period;1,03;12,50
Saturday 8.10.2022 17:00;No metering data available for this period;0,89;12,30
Saturday 8.10.2022 18:00;No metering data available for this period;0,74;11,20
Saturday 8.10.2022 19:00;No metering data available for this period;0,62;10,30
Saturday 8.10.2022 20:00;No metering data available for this period;1,13;9,50
Saturday 8.10.2022 21:00;No metering data available for this period;0,81;8,80
Saturday 8.10.2022 22:00;0,35;No metering data available for this period;7,90
Saturday 8.10.2022 23:00;1,05;No metering data available for this period;7,30
Sunday 9.10.2022 00:00;0,56;No metering data available for this period;6,70
Sunday 9.10.2022 01:00;0,20;No metering data available for this period;6,30
Sunday 9.10.2022 02:00;1,11;No metering data available for this period;6,00
Sunday 9.10.2022 03:00;0,28;No metering data available for this period;5,20
Sunday 9.10.2022 04:00;0,79;No metering data available for this period;4,70
Sunday 9.10.2022 05:00;1,25;No metering data available for this period;4,10
Sunday 9.10.2022 06:00;0,26;No metering data available for this period;3,50
Sunday 9.10.2022 07:00;No metering data available for this period;1,08;3,20
Sunday 9.10.2022 08:00;No metering data available for this period;0,24;3,00
Sunday 9.10.2022 09:00;No metering data available for this period;1,16;4,40
Sunday 9.10.2022 10:00;No metering data available for this period;0,24;7,00
Sunday 9.10.2022 11:00;No metering data available for this period;1,05;8,90
Sunday 9.10.2022 12:00;No metering data available for this period;0,41;10,40
Sunday 9.10.2022 13:00;No metering data available for this period;0,56;11,40
Sunday 9.10.2022 14:00;No metering data available for this period;1,22;11,90
Sunday 9.10.2022 15:00;No metering data available for this period;0,41;12,20
Sunday 9.10.2022 16:00;No metering data available for this period;0,90;12,10
Sunday 9.10.2022 17:00;No metering data available for this period;0,89;10,90
Sunday 9.10.2022 18:00;No metering data available for this period;0,98;9,00
Sunday 9.10.2022 19:00;No metering data available for this period;0,78;7,60
Sunday 9.10.2022 20:00;No metering data available for this period;1,08;6,60
Sunday 9.10.2022 21:00;No metering data available for this period;0,75;5,30
Sunday 9.10.2022 22:00;3,27;No metering data available for this period;4,70
Sunday 9.10.2022 23:00;0,63;No metering data available for this period;4,90
Monday 10.10.2022 00:00;2,27;No metering data available for this period;5,00
Monday 10.10.2022 01:00;0,54;No metering data available for this period;4,40
Monday 10.10.2022 02:00;0,55;No metering data available for this period;4,30
Monday 10.10.2022 03:00;0,30;No metering data available for this period;3,80
Monday 10.10.2022 04:00;0,44;No metering data available for this period;3,60
Monday 10.10.2022 05:00;0,55;No metering data available for this period;3,40
Monday 10.10.2022 06:00;0,55;No metering data available for this period;3,20
Monday 10.10.2022 07:00;No metering data available for this period;0,55;3,20
